17,20,24,25,36,37,7708020
9,10,22,26,44,45,5862811
6,16,17,21,33,36,4741107
1,2,14,28,39,44,91248
2,3,17,26,28,40,1176352
7,8,18,32,33,37,4930571
1,9,15,29,35,43,681003
3,7,9,18,28,37,2335357
21,32,33,34,36,39,8008474
2,9,12,21,31,39,1628572
2,4,9,17,32,33,1236936
4,9,24,25,32,41,3264472
3,10,12,26,39,41,2532733
4,7,11,19,32,42,3097672
14,19,22,31,41,42,7333770
3,14,20,31,37,41,2716316
18,31,33,34,36,43,7846349
13,17,18,35,37,39,7122883
5,14,15,16,26,35,4105528
20,22,24,25,31,35,7927084
28,30,35,39,40,45,8129440
15,18,20,24,27,45,7456421
3,4,7,17,27,29,2072615
10,13,16,30,43,44,6296315
1,11,12,22,29,43,764938
7,18,24,31,33,34,5297222
1,12,17,24,29,34,826735
13,16,21,22,24,44,7107504
6,16,21,30,35,45,4752555
6,8,14,25,31,39,4413837
11,13,27,33,39,41,6595480
1,14,18,23,39,44,896990
1,7,18,29,33,42,565886
10,24,25,31,40,44,6496330
5,8,20,22,25,30,3856156
3,4,8,25,31,37,2082591
4,11,15,24,34,44,3341624
6,7,11,15,18,22,4329684
1,9,13,30,34,41,672541
9,15,23,30,40,42,6046978
3,28,29,30,31,42,2890716
2,8,18,26,37,44,1594160
1,4,11,25,31,32,288989
7,16,23,25,26,34,5256986
2,11,14,15,19,26,1734480
8,12,15,40,41,45,5555518
9,12,14,16,35,41,5924763
7,8,20,31,41,44,4935460
1,2,13,24,28,42,85980
11,15,18,21,26,34,6637893
9,20,31,37,42,43,6143075
8,21,24,25,31,36,5770546
17,20,35,36,38,41,7714870
1,7,12,19,29,41,540421
4,12,15,18,36,39,3380963
4,5,9,18,33,36,2928758
12,24,27,29,39,42,7013504
14,20,27,32,37,43,7352272
7,8,11,15,20,33,4897733
6,27,29,33,40,42,4871815
2,13,14,19,25,41,1812970
10,24,27,32,37,39,6498170
13,14,16,19,33,35,7042529
3,4,16,33,36,41,2125864
2,16,17,21,34,36,1907287
13,16,18,19,22,34,7099698
2,26,29,38,40,41,2035108
9,14,25,28,41,45,6021825
2,10,28,31,35,43,1721182
6,10,14,16,22,36,4522423
16,19,23,25,27,31,7595637
21,24,25,29,35,38,7984657
8,11,12,15,24,34,5496818
19,20,28,34,42,43,7859149
6,7,10,13,14,22,4322686
1,7,12,15,17,37,538699
1,5,6,10,16,39,338791
14,21,28,31,37,43,7363500
2,8,12,17,28,31,1568362
3,7,8,27,30,44,2330364
5,9,28,30,38,39,3926825
7,26,29,34,42,45,5370762
5,9,10,28,32,42,3876566
5,7,12,15,34,45,3759702
1,5,10,15,33,36,371504
11,12,19,20,26,31,6545384
6,20,31,33,35,42,4828037
5,13,20,21,28,37,4090485
9,15,18,22,23,34,6035198
10,14,18,25,39,40,6333278
27,30,32,33,41,42,8122548
2,4,5,17,40,41,1204527
5,13,20,24,27,33,4091158
4,13,20,30,34,37,3434127
16,22,25,31,41,45,7631175
4,5,6,8,18,42,2900288
10,12,16,22,36,45,6259005
3,7,10,19,28,37,2342227
5,13,14,22,26,36,4071887
2,13,14,15,22,45,1811451
5,15,19,20,27,34,4146759
9,11,16,26,31,45,5894200
6,21,29,31,39,45,4837733
1,7,11,24,26,36,536179
16,21,23,26,27,39,7619092
11,13,26,29,41,42,6594334
3,4,28,29,36,45,2146899
14,19,27,31,34,36,7339510
7,9,10,30,38,41,4954546
3,6,7,8,29,33,2241799
14,19,23,27,29,37,7334739
8,27,32,35,41,45,5810866
3,4,8,10,18,40,2076929
13,20,27,34,43,45,7182511
6,8,18,29,34,40,4428369
1,2,3,9,40,43,4327
16,17,35,37,39,45,7571478
9,13,23,27,31,36,5987660
8,13,14,21,29,34,5585279
4,10,12,27,30,33,3282186
2,10,11,17,26,43,1674148
6,7,14,28,30,33,4348232
1,5,9,10,16,20,362118
6,18,20,31,38,41,4788667
4,7,15,22,29,43,3117431
17,27,31,33,36,43,7758492
1,6,19,23,32,41,493678
2,3,5,14,36,42,1102013
7,15,21,39,41,44,5231219
7,11,20,24,39,41,5092123
5,26,27,32,38,44,4291683
5,14,19,22,33,39,4119975
6,12,13,19,36,44,4606503
17,26,31,37,38,40,7755608
5,6,10,19,20,35,3675652
6,7,18,24,41,42,4361605
9,12,29,41,42,43,5958102
3,18,27,33,42,45,2815260
2,5,10,23,27,32,1336531
1,3,18,19,36,39,215147
22,25,28,29,33,34,8025591
1,2,16,22,25,27,97679
10,24,25,33,37,41,6496453
5,7,9,15,39,40,3741752
12,24,27,33,40,41,7013848
6,14,16,24,25,36,4687245
6,13,15,20,25,30,4651150
2,3,12,26,38,44,1156026
1,4,7,19,28,44,260057
6,8,22,23,31,42,4436050
2,18,25,35,41,43,1962902
2,5,19,33,38,40,1375401
1,10,11,23,29,32,713326
9,24,36,37,43,44,6176734
16,23,27,32,37,38,7640324
1,5,10,21,23,33,373372
1,4,14,18,44,45,302219
3,4,12,24,33,36,2107550
19,20,21,22,24,33,7849080
1,7,12,16,36,42,539452
2,11,22,24,41,45,1760158
4,8,12,15,23,30,3167548
2,5,13,18,26,31,1351527
6,14,17,25,32,37,4690824
7,12,14,18,25,31,5112448
12,14,17,19,32,39,6844421
5,10,16,21,26,30,3956086
7,9,12,20,40,44,4964155
2,16,20,31,35,38,1916784
5,7,15,18,21,42,3774128
13,21,24,39,40,44,7190347
4,9,17,18,30,40,3248169
5,7,17,19,30,36,3781548
12,22,29,36,39,40,7001918
16,18,29,30,32,45,7586956
21,25,32,35,41,43,7994116
9,16,32,34,36,37,6077588
4,19,21,35,40,45,3572135
10,19,20,31,41,42,6443096
6,7,19,28,33,39,4364792
2,6,21,23,30,39,1460571
1,2,5,6,17,36,22493
1,12,17,19,27,44,825442
6,10,19,20,42,44,4540550
7,10,11,26,30,43,5012294
18,20,22,26,29,43,7785973
2,8,11,33,39,44,1566096
1,3,19,26,27,35,219257
4,10,13,18,22,44,3284900
8,16,19,24,40,41,5685226
3,10,17,23,35,42,2552578
17,23,25,33,39,40,7736900
4,16,17,24,28,41,3507971
10,13,23,30,35,38,6312701
8,11,17,30,35,41,5521040
5,12,20,39,42,43,4056668
4,5,8,12,17,25,2918764
2,5,9,18,27,33,1328602
6,13,14,21,38,41,4647546
11,15,18,22,27,31,6638161
2,4,8,18,30,44,1230131
3,5,9,26,32,44,2181312
1,3,4,40,43,44,134057
5,12,14,17,38,40,4034576
13,14,17,23,31,41,7046846
2,15,17,18,22,27,1882428
1,3,13,31,40,45,199005
19,23,26,40,41,43,7884601
4,8,22,24,31,41,3202494
6,21,30,36,39,45,4838468
7,15,18,19,31,40,5221626
27,28,38,39,44,45,8120252
4,10,30,39,40,44,3322643
7,9,12,17,25,31,4962986
2,23,29,39,44,45,2020431
16,23,27,29,39,41,7640066
9,14,17,21,23,30,6004611
9,13,19,22,23,31,5978925
1,9,16,27,37,42,684417
11,13,17,35,38,45,6578163
13,34,39,40,44,45,7238380
3,10,25,32,41,43,2569502
12,28,31,36,40,44,7030207
1,8,14,32,42,45,618356
4,11,17,25,35,37,3348747
2,3,32,39,44,45,1197202
15,20,24,26,32,35,7491112
22,28,30,32,34,35,8036208
4,7,8,15,16,28,3076201
1,5,9,14,39,42,364581
6,11,27,40,41,45,4601104
4,15,21,26,27,38,3494410
4,14,16,23,26,38,3453291
5,7,36,38,43,45,3804575
15,16,19,22,31,42,7415714
1,2,4,7,16,37,13289
11,28,31,38,40,41,6792917
3,18,26,29,31,32,2814003
7,9,10,13,16,29,4949644
1,6,14,29,31,39,478128
4,6,11,12,17,31,3020690
5,17,18,25,33,35,4189633
3,5,18,24,31,32,2222281
12,16,25,38,43,45,6913855
8,17,23,39,44,45,5714660
12,13,21,22,28,34,6823571
1,7,19,23,28,33,567427
2,9,14,20,24,27,1637620
8,11,13,15,20,28,5501682
9,15,16,30,38,41,6030530
4,6,9,12,28,41,3008413
8,22,24,26,35,42,5779624
6,13,20,24,37,41,4667048
4,7,8,10,30,36,3074025
1,2,4,19,21,25,19243
6,10,20,23,26,45,4543443
2,10,14,21,33,35,1690408
4,14,23,28,30,36,3470651
7,22,31,35,40,41,5349594
7,15,21,24,32,38,5229831
3,8,26,31,38,41,2459111
15,17,18,26,29,40,7434360
7,16,20,22,28,32,5251053
10,18,28,30,33,41,6438264
8,15,22,30,36,39,5668417
10,24,29,32,43,44,6499442
10,20,24,27,32,41,6461886
7,9,21,23,32,35,4995132
7,19,25,37,39,41,5313678
14,21,22,26,30,41,7356341
1,8,16,35,36,45,626203
2,6,11,39,40,42,1426439
19,28,29,36,42,45,7906734
4,16,19,23,25,26,3513217
3,14,15,28,32,42,2701196
13,25,27,31,36,39,7219897
5,21,33,36,41,44,4263589
4,6,8,17,41,44,3003586
5,10,13,20,35,43,3943740
4,6,9,21,24,45,3011775
18,24,28,32,41,42,7826025
9,16,19,27,28,30,6062595
4,17,19,37,43,44,3535383
10,21,26,39,40,43,6475487
10,24,28,40,41,45,6499154
9,11,26,29,40,45,5914565
24,25,30,38,41,42,8073882
4,7,9,22,33,42,3085984
3,19,20,24,26,35,2819332
1,5,6,33,38,45,345507
4,7,20,29,34,35,3133454
3,21,27,30,35,44,2853208
5,18,22,26,31,35,4216024
13,15,16,18,29,34,7069554
2,16,22,28,43,45,1920314
16,21,34,42,43,44,7627202
6,9,18,26,36,43,4486887
1,4,8,9,10,16,262800
8,9,15,26,35,36,5414855
9,10,37,39,41,43,5872537
16,19,20,32,34,37,7591260
10,14,16,31,32,36,6327786
4,9,13,24,28,35,3234243
7,9,20,28,39,40,4994036
8,20,33,35,38,43,5766507
8,20,30,33,40,45,5765550
3,10,18,19,24,30,2554266
4,9,25,30,34,39,3266318
19,23,25,30,33,37,7883121
4,7,12,13,30,31,3100730
28,31,32,35,36,37,8129802
7,8,16,22,35,39,4922908
16,17,20,26,30,35,7558025
1,5,23,27,33,39,419796
5,21,38,43,44,45,4264140
7,11,25,26,28,38,5100165
7,14,20,21,33,42,5199724
2,12,16,22,23,37,1785508
9,17,22,33,35,41,6089863
10,15,20,25,38,42,6365579
6,10,12,13,16,43,4511516
1,7,10,15,16,37,527231
4,8,11,19,23,26,3163548
2,5,13,26,27,30,1353500
2,5,8,22,24,29,1322555
2,8,21,31,36,39,1601676
4,10,12,20,23,38,3280581
1,2,5,8,11,15,23658
3,8,11,21,29,44,2414855
2,7,20,32,36,40,1533686
2,14,16,22,40,41,1853158
11,16,18,21,25,31,6661622
3,7,28,36,37,41,2394835
2,3,8,9,30,43,1124645
12,13,34,43,44,45,6835785
6,11,15,28,35,43,4576048
9,25,26,31,36,44,6177486
2,12,16,22,38,39,1785720
3,25,26,31,33,40,2879458
1,10,13,16,30,41,721652
2,9,17,27,32,38,1650237
6,19,22,23,26,39,4806084
1,6,7,29,40,42,435862
13,24,32,38,42,43,7217763
2,4,5,8,28,44,1199910
2,8,12,14,34,38,1567231
1,14,17,22,24,44,893639
9,11,28,30,42,43,5916171
7,9,28,29,33,35,5004370
1,6,10,26,31,34,456819
10,11,28,29,34,45,6240648
13,14,19,25,26,30,7052680
11,22,23,24,32,34,6757772
7,9,26,30,31,38,5002957
1,3,17,18,20,40,211634
5,6,19,21,37,40,3713915
8,12,26,31,32,35,5578611
1,2,13,15,19,22,83041
3,6,22,32,37,40,2314342
9,14,23,28,34,40,6019301
8,26,30,36,41,42,5807189
2,4,8,22,29,38,1231264
2,4,9,23,29,32,1238629
1,13,17,36,41,45,864066
1,7,14,17,23,27,549075
19,20,26,34,35,38,7857606
12,17,23,29,31,35,6931235
1,14,17,23,26,43,893908
3,12,18,27,44,45,2643571
1,13,17,20,23,43,861623
5,16,21,31,36,40,4176893
11,12,17,20,24,29,6539818
14,19,26,28,36,45,7338406
5,32,34,36,39,41,4304959
4,17,18,28,30,35,3532046
3,5,15,26,31,32,2212787
5,14,15,18,30,39,4106327
1,2,8,23,29,43,55702
16,26,28,29,36,44,7655434
15,22,25,31,32,37,7512340
4,14,21,28,37,40,3467421
1,6,14,28,30,36,477991
11,19,21,28,32,42,6722988
6,9,32,36,43,44,4504643
8,14,15,19,32,39,5620275
5,6,37,39,44,45,3730832
2,8,25,27,40,42,1607034
5,7,24,36,37,43,3798638
10,12,22,33,38,44,6275466
4,6,31,37,38,41,3071832
13,14,24,26,32,33,7061912
7,11,23,25,29,30,5097532
2,10,17,19,27,32,1700732
4,11,12,15,18,22,3325061
2,6,7,20,23,34,1396491
12,17,22,31,42,43,6929987
7,10,20,21,24,31,5044848
9,12,18,19,25,43,5939589
19,28,31,38,41,44,7907598
12,19,24,25,41,45,6964580
8,11,14,25,34,43,5509357
6,7,9,19,34,45,4318934
3,7,9,15,16,40,2333955
2,5,6,13,20,45,1303086
2,13,22,23,29,35,1836704
2,8,11,25,31,44,1565100
3,7,17,22,38,42,2375061
4,8,11,24,27,45,3164915
9,13,16,33,43,44,5971918
12,15,24,27,28,32,6888035
5,6,17,36,43,45,3710362
3,7,8,15,19,35,2326891
14,15,20,37,38,43,7253543
6,11,14,31,33,41,4572281
17,21,26,29,31,36,7721279
11,23,25,26,29,37,6767879
17,20,26,29,42,45,7710750
4,13,15,16,24,31,3416012
6,13,35,36,40,41,4680752
3,24,31,36,38,45,2877818
3,22,38,40,41,44,2865572
4,12,17,35,38,45,3390719
1,9,16,21,30,42,683132
4,7,22,39,40,44,3137843
1,9,14,19,24,44,674739
3,8,27,39,41,44,2460289
1,11,13,16,17,33,767747
1,7,8,13,19,26,512716
1,4,15,22,32,44,307354
5,17,27,29,30,31,4204660
1,16,18,20,28,44,947265
9,12,20,23,28,44,5945604
8,25,28,35,44,45,5802271
18,22,25,26,31,44,7809494
7,12,16,24,41,44,5121954
1,17,21,25,26,44,975789
3,19,20,21,32,34,2818730
7,17,23,24,42,44,5277449
23,26,27,31,38,41,8055369
12,23,29,36,37,44,7009224
4,7,27,31,34,45,3143250
7,12,27,30,42,45,5143524
1,16,17,20,25,40,944282
1,7,9,10,12,30,518072
7,16,37,39,41,43,5265525
5,11,15,22,42,45,3999244
1,16,17,21,26,35,944572
3,5,7,15,17,28,2162995
5,13,16,21,35,44,4079482
4,7,21,24,34,35,3134708
3,8,20,29,39,41,2450147
1,32,33,38,41,44,1084183
3,4,5,31,34,45,2058066
8,16,17,21,28,37,5678877
7,12,17,21,30,34,5124427
1,7,11,36,41,45,537599
6,7,20,23,25,32,4366101
9,15,20,31,39,45,6041732
4,11,19,24,40,44,3354124
15,16,19,20,28,36,7415134
21,23,25,26,29,30,7978180
9,11,30,31,37,43,5917252
4,6,9,21,28,30,3011834
14,21,30,33,38,39,7364662
11,13,23,26,30,32,6590377
8,9,25,29,38,40,5437852
7,12,22,29,42,43,5137622
5,8,12,13,25,31,3824698
11,15,22,25,32,34,6647565
5,8,20,27,31,44,3857224
4,9,26,32,39,41,3267498
1,2,6,23,40,42,39605
5,10,13,19,27,43,3943332
9,20,27,28,37,44,6140368
1,13,14,15,31,45,849015
4,18,19,22,27,40,3551062
14,16,21,28,32,37,7278631
15,18,21,27,41,43,7459104
6,11,20,33,37,39,4591276
3,13,18,23,34,41,2678748
1,4,6,7,17,27,245526
15,21,26,38,41,44,7504862
16,23,27,28,35,41,7639916
3,7,8,9,17,32,2323755
5,14,21,29,31,43,4125489
18,22,25,29,34,39,7809934
6,19,30,34,44,45,4815126
3,5,20,21,31,32,2226487
1,8,14,15,29,32,614452
4,8,15,40,41,43,3185351
3,7,9,10,25,39,2331685
1,3,13,35,37,41,199227
5,8,13,25,30,45,3833577
21,24,30,36,42,44,7988661
1,33,34,35,36,40,1084724
1,2,3,7,15,29,2592
8,12,14,34,39,40,5551289
11,21,22,24,40,43,6747454
7,13,17,19,28,31,5159777
6,15,18,21,37,45,4720328
19,23,40,42,44,45,7888489
2,9,12,13,15,28,1625281
5,14,19,24,30,45,4120383
2,4,9,24,26,29,1238785
1,5,13,15,17,26,387582
5,12,20,24,39,45,4055348
5,14,28,32,35,41,4134053
3,4,7,10,15,27,2069062
1,2,4,5,22,31,11992
1,3,8,28,34,42,168556
3,7,11,36,37,42,2350840
11,15,19,23,32,33,6641069
1,3,8,10,39,45,162734
5,8,11,17,30,38,3821018
3,6,11,26,30,39,2276060
8,18,25,33,38,44,5734458
11,14,15,30,31,32,6602280
3,4,33,41,43,44,2149374
6,9,15,28,33,37,4477285
14,18,19,23,26,39,7311381
6,13,29,35,36,45,4679084
29,32,36,40,41,43,8135620
13,18,19,24,31,41,7141762
14,15,18,21,34,42,7246640
2,8,9,15,17,19,1549339
2,11,16,24,25,32,1745065
1,4,12,27,38,44,294851
8,9,17,32,37,41,5422490
5,13,16,21,26,40,4079352
4,16,19,30,40,45,3514501
16,20,24,30,33,41,7610399
1,5,14,21,31,33,394407
5,9,19,22,25,33,3912764
7,18,19,26,31,40,5287633
1,6,10,13,14,15,452435
4,9,11,12,19,32,3219509
4,16,25,30,42,43,3524611
1,6,7,17,26,43,432986
8,15,26,28,35,37,5673160
2,10,14,16,24,39,1688638
8,10,11,19,37,44,5446638
2,5,19,25,28,45,1374371
8,9,23,26,31,43,5434906
12,17,20,23,37,38,6924986
1,11,17,29,33,38,786643
5,10,12,14,17,30,3936239
16,23,25,27,28,32,7637895
7,10,14,27,28,33,5027317
7,11,13,15,38,41,5066077
8,9,13,17,31,41,5403952
2,8,20,24,34,40,1598668
6,20,25,26,41,45,4823486
10,12,29,30,33,36,6282213
15,27,28,31,38,41,7539947
4,9,10,13,34,45,3214304
4,16,19,20,21,34,3512379
3,5,9,10,21,30,2175524
1,13,26,33,40,42,880522
17,19,22,25,33,38,7692471
12,15,23,41,43,45,6887665
8,19,24,36,43,45,5748425
13,18,25,29,33,39,7152660
3,11,26,31,40,44,2616766
9,20,25,26,38,45,6138302
7,14,15,17,20,24,5183465
1,11,22,23,35,43,797309
5,9,11,16,24,35,3879437
13,14,21,33,41,43,7058102
3,6,20,23,25,37,2309128
6,11,17,18,20,39,4580474
6,16,19,25,36,39,4747549
8,9,14,17,34,36,5408478
9,12,18,19,32,41,5939699
6,8,20,24,40,43,4432547
18,20,25,29,34,42,7790456
2,5,15,35,38,44,1363050
2,9,20,21,28,29,1656787
6,16,31,42,44,45,4762679
1,13,18,25,38,39,865914
5,12,22,27,33,43,4059604
3,7,8,25,26,30,2329960
7,12,14,31,33,38,5115140
7,14,28,36,37,43,5211973
8,12,15,17,25,26,5552049
3,4,19,36,38,45,2134820
8,10,16,17,31,37,5468517
5,25,28,32,42,45,4288506
3,10,12,13,20,42,2528458
7,8,32,33,37,39,4947512
