participant,opponent_type,outcome_value,win_rate,player_move
1,Exploitable,Low,0.711111111,2
1,Exploitable,Low,0.711111111,1
1,Exploitable,Low,0.711111111,0
1,Exploitable,Low,0.711111111,2
1,Exploitable,Low,0.711111111,1
1,Exploitable,Low,0.711111111,1
1,Exploitable,Low,0.711111111,0
1,Exploitable,Low,0.711111111,2
1,Exploitable,Low,0.711111111,2
1,Exploitable,Low,0.711111111,0
1,Exploitable,Low,0.711111111,1
1,Exploitable,Low,0.711111111,0
1,Exploitable,Low,0.711111111,1
1,Exploitable,Low,0.711111111,0
1,Exploitable,Low,0.711111111,2
1,Exploitable,Low,0.711111111,0
1,Exploitable,Low,0.711111111,1
1,Exploitable,Low,0.711111111,0
1,Exploitable,Low,0.711111111,2
1,Exploitable,Low,0.711111111,1
1,Exploitable,Low,0.711111111,0
1,Exploitable,Low,0.711111111,0
1,Exploitable,Low,0.711111111,0
1,Exploitable,Low,0.711111111,2
1,Exploitable,Low,0.711111111,2
1,Exploitable,Low,0.711111111,2
1,Exploitable,Low,0.711111111,2
2,Exploitable,Low,0.588888889,0
2,Exploitable,Low,0.588888889,2
2,Exploitable,Low,0.588888889,2
2,Exploitable,Low,0.588888889,1
2,Exploitable,Low,0.588888889,0
2,Exploitable,Low,0.588888889,2
2,Exploitable,Low,0.588888889,1
2,Exploitable,Low,0.588888889,2
2,Exploitable,Low,0.588888889,1
2,Exploitable,Low,0.588888889,1
2,Exploitable,Low,0.588888889,2
2,Exploitable,Low,0.588888889,2
2,Exploitable,Low,0.588888889,1
2,Exploitable,Low,0.588888889,2
2,Exploitable,Low,0.588888889,2
2,Exploitable,Low,0.588888889,2
2,Exploitable,Low,0.588888889,2
2,Exploitable,Low,0.588888889,1
2,Exploitable,Low,0.588888889,2
2,Exploitable,Low,0.588888889,2
2,Exploitable,Low,0.588888889,1
2,Exploitable,Low,0.588888889,1
2,Exploitable,Low,0.588888889,1
2,Exploitable,Low,0.588888889,0
2,Exploitable,Low,0.588888889,1
2,Exploitable,Low,0.588888889,2
2,Exploitable,Low,0.588888889,2
2,Exploitable,Low,0.588888889,2
2,Exploitable,Low,0.588888889,2
2,Exploitable,Low,0.588888889,0
2,Exploitable,Low,0.588888889,0
2,Exploitable,Low,0.588888889,1
2,Exploitable,Low,0.588888889,2
2,Exploitable,Low,0.588888889,1
2,Exploitable,Low,0.588888889,1
2,Exploitable,Low,0.588888889,1
2,Exploitable,Low,0.588888889,2
2,Exploitable,Low,0.588888889,0
2,Exploitable,Low,0.588888889,2
2,Exploitable,Low,0.588888889,2
2,Exploitable,Low,0.588888889,1
2,Exploitable,Low,0.588888889,2
2,Exploitable,Low,0.588888889,1
2,Exploitable,Low,0.588888889,0
2,Exploitable,Low,0.588888889,1
2,Exploitable,Low,0.588888889,2
2,Exploitable,Low,0.588888889,1
2,Exploitable,Low,0.588888889,1
2,Exploitable,Low,0.588888889,0
2,Exploitable,Low,0.588888889,2
2,Exploitable,Low,0.588888889,1
2,Exploitable,Low,0.588888889,2
2,Exploitable,Low,0.588888889,0
2,Exploitable,Low,0.588888889,1
2,Exploitable,Low,0.588888889,2
2,Exploitable,Low,0.588888889,0
2,Exploitable,Low,0.588888889,2
2,Exploitable,Low,0.588888889,1
2,Exploitable,Low,0.588888889,2
2,Exploitable,Low,0.588888889,0
2,Exploitable,Low,0.588888889,0
2,Exploitable,Low,0.588888889,0
2,Exploitable,Low,0.588888889,2
2,Exploitable,Low,0.588888889,2
2,Exploitable,Low,0.588888889,2
2,Exploitable,Low,0.588888889,2
2,Exploitable,Low,0.588888889,0
2,Exploitable,Low,0.588888889,2
2,Exploitable,Low,0.588888889,2
2,Exploitable,Low,0.588888889,1
2,Exploitable,Low,0.588888889,1
2,Exploitable,Low,0.588888889,2
2,Exploitable,Low,0.588888889,1
2,Exploitable,Low,0.588888889,0
2,Exploitable,Low,0.588888889,2
2,Exploitable,Low,0.588888889,2
2,Exploitable,Low,0.588888889,0
2,Exploitable,Low,0.588888889,0
2,Exploitable,Low,0.588888889,1
2,Exploitable,Low,0.588888889,0
2,Exploitable,Low,0.588888889,0
2,Exploitable,Low,0.588888889,2
2,Exploitable,Low,0.588888889,0
2,Exploitable,Low,0.588888889,0
2,Exploitable,Low,0.588888889,1
2,Exploitable,Low,0.588888889,2
2,Exploitable,Low,0.588888889,0
2,Exploitable,Low,0.588888889,2
2,Exploitable,Low,0.588888889,2
2,Exploitable,Low,0.588888889,2
2,Exploitable,Low,0.588888889,2
2,Exploitable,Low,0.588888889,1
2,Exploitable,Low,0.588888889,0
2,Exploitable,Low,0.588888889,1
2,Exploitable,Low,0.588888889,2
2,Exploitable,Low,0.588888889,2
2,Exploitable,Low,0.588888889,1
2,Exploitable,Low,0.588888889,1
2,Exploitable,Low,0.588888889,1
2,Exploitable,Low,0.588888889,1
3,Exploitable,Low,0.711111111,0
3,Exploitable,Low,0.711111111,1
3,Exploitable,Low,0.711111111,0
3,Exploitable,Low,0.711111111,1
3,Exploitable,Low,0.711111111,0
3,Exploitable,Low,0.711111111,0
3,Exploitable,Low,0.711111111,0
3,Exploitable,Low,0.711111111,2
3,Exploitable,Low,0.711111111,1
3,Exploitable,Low,0.711111111,2
3,Exploitable,Low,0.711111111,2
3,Exploitable,Low,0.711111111,2
3,Exploitable,Low,0.711111111,0
3,Exploitable,Low,0.711111111,1
3,Exploitable,Low,0.711111111,0
3,Exploitable,Low,0.711111111,1
3,Exploitable,Low,0.711111111,1
3,Exploitable,Low,0.711111111,1
3,Exploitable,Low,0.711111111,2
3,Exploitable,Low,0.711111111,2
3,Exploitable,Low,0.711111111,2
3,Exploitable,Low,0.711111111,2
3,Exploitable,Low,0.711111111,2
3,Exploitable,Low,0.711111111,0
3,Exploitable,Low,0.711111111,0
3,Exploitable,Low,0.711111111,1
3,Exploitable,Low,0.711111111,2
3,Exploitable,Low,0.711111111,0
3,Exploitable,Low,0.711111111,1
3,Exploitable,Low,0.711111111,2
3,Exploitable,Low,0.711111111,1
3,Exploitable,Low,0.711111111,2
3,Exploitable,Low,0.711111111,2
3,Exploitable,Low,0.711111111,1
3,Exploitable,Low,0.711111111,0
3,Exploitable,Low,0.711111111,1
3,Exploitable,Low,0.711111111,2
3,Exploitable,Low,0.711111111,0
3,Exploitable,Low,0.711111111,0
3,Exploitable,Low,0.711111111,1
3,Exploitable,Low,0.711111111,0
3,Exploitable,Low,0.711111111,0
3,Exploitable,Low,0.711111111,2
3,Exploitable,Low,0.711111111,2
3,Exploitable,Low,0.711111111,1
3,Exploitable,Low,0.711111111,0
3,Exploitable,Low,0.711111111,0
3,Exploitable,Low,0.711111111,0
3,Exploitable,Low,0.711111111,0
3,Exploitable,Low,0.711111111,2
3,Exploitable,Low,0.711111111,1
3,Exploitable,Low,0.711111111,1
3,Exploitable,Low,0.711111111,2
3,Exploitable,Low,0.711111111,1
3,Exploitable,Low,0.711111111,2
3,Exploitable,Low,0.711111111,2
3,Exploitable,Low,0.711111111,2
3,Exploitable,Low,0.711111111,1
3,Exploitable,Low,0.711111111,1
3,Exploitable,Low,0.711111111,0
3,Exploitable,Low,0.711111111,0
3,Exploitable,Low,0.711111111,1
3,Exploitable,Low,0.711111111,0
3,Exploitable,Low,0.711111111,0
3,Exploitable,Low,0.711111111,1
3,Exploitable,Low,0.711111111,1
3,Exploitable,Low,0.711111111,0
3,Exploitable,Low,0.711111111,0
3,Exploitable,Low,0.711111111,0
3,Exploitable,Low,0.711111111,0
3,Exploitable,Low,0.711111111,0
3,Exploitable,Low,0.711111111,0
3,Exploitable,Low,0.711111111,2
3,Exploitable,Low,0.711111111,0
3,Exploitable,Low,0.711111111,1
3,Exploitable,Low,0.711111111,0
3,Exploitable,Low,0.711111111,0
3,Exploitable,Low,0.711111111,2
3,Exploitable,Low,0.711111111,1
3,Exploitable,Low,0.711111111,1
3,Exploitable,Low,0.711111111,2
3,Exploitable,Low,0.711111111,0
3,Exploitable,Low,0.711111111,2
3,Exploitable,Low,0.711111111,0
3,Exploitable,Low,0.711111111,2
3,Exploitable,Low,0.711111111,0
3,Exploitable,Low,0.711111111,2
3,Exploitable,Low,0.711111111,2
3,Exploitable,Low,0.711111111,1
3,Exploitable,Low,0.711111111,2
3,Exploitable,Low,0.711111111,1
3,Exploitable,Low,0.711111111,0
3,Exploitable,Low,0.711111111,0
3,Exploitable,Low,0.711111111,0
3,Exploitable,Low,0.711111111,0
3,Exploitable,Low,0.711111111,1
3,Exploitable,Low,0.711111111,2
3,Exploitable,Low,0.711111111,1
3,Exploitable,Low,0.711111111,0
3,Exploitable,Low,0.711111111,1
4,Exploitable,Low,0.722222222,2
4,Exploitable,Low,0.722222222,1
4,Exploitable,Low,0.722222222,0
4,Exploitable,Low,0.722222222,2
4,Exploitable,Low,0.722222222,2
4,Exploitable,Low,0.722222222,0
4,Exploitable,Low,0.722222222,2
4,Exploitable,Low,0.722222222,2
4,Exploitable,Low,0.722222222,0
4,Exploitable,Low,0.722222222,2
4,Exploitable,Low,0.722222222,0
4,Exploitable,Low,0.722222222,2
4,Exploitable,Low,0.722222222,1
4,Exploitable,Low,0.722222222,0
4,Exploitable,Low,0.722222222,2
4,Exploitable,Low,0.722222222,2
4,Exploitable,Low,0.722222222,2
4,Exploitable,Low,0.722222222,0
4,Exploitable,Low,0.722222222,1
4,Exploitable,Low,0.722222222,2
4,Exploitable,Low,0.722222222,0
4,Exploitable,Low,0.722222222,0
4,Exploitable,Low,0.722222222,1
4,Exploitable,Low,0.722222222,2
4,Exploitable,Low,0.722222222,0
4,Exploitable,Low,0.722222222,2
4,Exploitable,Low,0.722222222,2
4,Exploitable,Low,0.722222222,2
4,Exploitable,Low,0.722222222,0
4,Exploitable,Low,0.722222222,2
4,Exploitable,Low,0.722222222,2
4,Exploitable,Low,0.722222222,1
4,Exploitable,Low,0.722222222,0
4,Exploitable,Low,0.722222222,1
4,Exploitable,Low,0.722222222,1
4,Exploitable,Low,0.722222222,1
4,Exploitable,Low,0.722222222,1
4,Exploitable,Low,0.722222222,1
4,Exploitable,Low,0.722222222,0
4,Exploitable,Low,0.722222222,0
4,Exploitable,Low,0.722222222,2
4,Exploitable,Low,0.722222222,0
4,Exploitable,Low,0.722222222,2
4,Exploitable,Low,0.722222222,0
4,Exploitable,Low,0.722222222,0
4,Exploitable,Low,0.722222222,0
4,Exploitable,Low,0.722222222,0
4,Exploitable,Low,0.722222222,0
4,Exploitable,Low,0.722222222,1
4,Exploitable,Low,0.722222222,1
4,Exploitable,Low,0.722222222,2
4,Exploitable,Low,0.722222222,2
4,Exploitable,Low,0.722222222,0
4,Exploitable,Low,0.722222222,1
4,Exploitable,Low,0.722222222,1
4,Exploitable,Low,0.722222222,1
4,Exploitable,Low,0.722222222,2
4,Exploitable,Low,0.722222222,2
4,Exploitable,Low,0.722222222,1
4,Exploitable,Low,0.722222222,0
4,Exploitable,Low,0.722222222,0
4,Exploitable,Low,0.722222222,2
4,Exploitable,Low,0.722222222,2
4,Exploitable,Low,0.722222222,0
4,Exploitable,Low,0.722222222,2
4,Exploitable,Low,0.722222222,1
4,Exploitable,Low,0.722222222,0
4,Exploitable,Low,0.722222222,1
4,Exploitable,Low,0.722222222,0
4,Exploitable,Low,0.722222222,2
4,Exploitable,Low,0.722222222,2
4,Exploitable,Low,0.722222222,2
4,Exploitable,Low,0.722222222,0
4,Exploitable,Low,0.722222222,2
4,Exploitable,Low,0.722222222,0
4,Exploitable,Low,0.722222222,0
4,Exploitable,Low,0.722222222,2
4,Exploitable,Low,0.722222222,2
4,Exploitable,Low,0.722222222,0
4,Exploitable,Low,0.722222222,0
4,Exploitable,Low,0.722222222,0
4,Exploitable,Low,0.722222222,1
4,Exploitable,Low,0.722222222,2
4,Exploitable,Low,0.722222222,1
4,Exploitable,Low,0.722222222,0
4,Exploitable,Low,0.722222222,0
4,Exploitable,Low,0.722222222,0
4,Exploitable,Low,0.722222222,2
4,Exploitable,Low,0.722222222,1
4,Exploitable,Low,0.722222222,2
4,Exploitable,Low,0.722222222,0
4,Exploitable,Low,0.722222222,0
4,Exploitable,Low,0.722222222,1
4,Exploitable,Low,0.722222222,1
4,Exploitable,Low,0.722222222,2
4,Exploitable,Low,0.722222222,2
4,Exploitable,Low,0.722222222,1
4,Exploitable,Low,0.722222222,0
4,Exploitable,Low,0.722222222,1
4,Exploitable,Low,0.722222222,0
5,Exploitable,Low,0.655555556,0
5,Exploitable,Low,0.655555556,1
5,Exploitable,Low,0.655555556,0
5,Exploitable,Low,0.655555556,1
5,Exploitable,Low,0.655555556,1
5,Exploitable,Low,0.655555556,1
5,Exploitable,Low,0.655555556,0
5,Exploitable,Low,0.655555556,2
5,Exploitable,Low,0.655555556,0
5,Exploitable,Low,0.655555556,1
5,Exploitable,Low,0.655555556,1
5,Exploitable,Low,0.655555556,1
5,Exploitable,Low,0.655555556,2
5,Exploitable,Low,0.655555556,2
5,Exploitable,Low,0.655555556,1
5,Exploitable,Low,0.655555556,2
5,Exploitable,Low,0.655555556,1
5,Exploitable,Low,0.655555556,1
5,Exploitable,Low,0.655555556,0
5,Exploitable,Low,0.655555556,2
5,Exploitable,Low,0.655555556,1
5,Exploitable,Low,0.655555556,0
5,Exploitable,Low,0.655555556,0
5,Exploitable,Low,0.655555556,2
5,Exploitable,Low,0.655555556,2
5,Exploitable,Low,0.655555556,0
5,Exploitable,Low,0.655555556,1
5,Exploitable,Low,0.655555556,1
5,Exploitable,Low,0.655555556,1
5,Exploitable,Low,0.655555556,2
5,Exploitable,Low,0.655555556,2
5,Exploitable,Low,0.655555556,0
5,Exploitable,Low,0.655555556,1
5,Exploitable,Low,0.655555556,0
5,Exploitable,Low,0.655555556,0
5,Exploitable,Low,0.655555556,2
5,Exploitable,Low,0.655555556,0
5,Exploitable,Low,0.655555556,0
5,Exploitable,Low,0.655555556,0
5,Exploitable,Low,0.655555556,1
5,Exploitable,Low,0.655555556,1
5,Exploitable,Low,0.655555556,0
5,Exploitable,Low,0.655555556,1
5,Exploitable,Low,0.655555556,2
5,Exploitable,Low,0.655555556,1
5,Exploitable,Low,0.655555556,2
5,Exploitable,Low,0.655555556,1
5,Exploitable,Low,0.655555556,2
5,Exploitable,Low,0.655555556,2
5,Exploitable,Low,0.655555556,2
5,Exploitable,Low,0.655555556,1
5,Exploitable,Low,0.655555556,2
5,Exploitable,Low,0.655555556,2
5,Exploitable,Low,0.655555556,2
5,Exploitable,Low,0.655555556,2
5,Exploitable,Low,0.655555556,2
5,Exploitable,Low,0.655555556,2
5,Exploitable,Low,0.655555556,0
5,Exploitable,Low,0.655555556,1
5,Exploitable,Low,0.655555556,1
5,Exploitable,Low,0.655555556,0
5,Exploitable,Low,0.655555556,1
5,Exploitable,Low,0.655555556,0
5,Exploitable,Low,0.655555556,0
5,Exploitable,Low,0.655555556,2
5,Exploitable,Low,0.655555556,0
5,Exploitable,Low,0.655555556,1
5,Exploitable,Low,0.655555556,2
5,Exploitable,Low,0.655555556,1
5,Exploitable,Low,0.655555556,0
5,Exploitable,Low,0.655555556,1
5,Exploitable,Low,0.655555556,2
5,Exploitable,Low,0.655555556,2
5,Exploitable,Low,0.655555556,2
5,Exploitable,Low,0.655555556,2
5,Exploitable,Low,0.655555556,1
5,Exploitable,Low,0.655555556,2
5,Exploitable,Low,0.655555556,1
5,Exploitable,Low,0.655555556,2
5,Exploitable,Low,0.655555556,1
5,Exploitable,Low,0.655555556,1
5,Exploitable,Low,0.655555556,2
5,Exploitable,Low,0.655555556,0
5,Exploitable,Low,0.655555556,2
5,Exploitable,Low,0.655555556,0
5,Exploitable,Low,0.655555556,1
5,Exploitable,Low,0.655555556,2
5,Exploitable,Low,0.655555556,0
5,Exploitable,Low,0.655555556,1
5,Exploitable,Low,0.655555556,0
5,Exploitable,Low,0.655555556,2
5,Exploitable,Low,0.655555556,2
5,Exploitable,Low,0.655555556,1
5,Exploitable,Low,0.655555556,0
5,Exploitable,Low,0.655555556,1
5,Exploitable,Low,0.655555556,2
5,Exploitable,Low,0.655555556,1
5,Exploitable,Low,0.655555556,1
5,Exploitable,Low,0.655555556,2
5,Exploitable,Low,0.655555556,2
6,Exploitable,Low,0.733333333,2
6,Exploitable,Low,0.733333333,1
6,Exploitable,Low,0.733333333,1
6,Exploitable,Low,0.733333333,1
6,Exploitable,Low,0.733333333,1
6,Exploitable,Low,0.733333333,2
6,Exploitable,Low,0.733333333,0
6,Exploitable,Low,0.733333333,2
6,Exploitable,Low,0.733333333,0
6,Exploitable,Low,0.733333333,1
6,Exploitable,Low,0.733333333,2
6,Exploitable,Low,0.733333333,2
6,Exploitable,Low,0.733333333,1
6,Exploitable,Low,0.733333333,1
6,Exploitable,Low,0.733333333,0
6,Exploitable,Low,0.733333333,2
6,Exploitable,Low,0.733333333,1
6,Exploitable,Low,0.733333333,2
6,Exploitable,Low,0.733333333,1
6,Exploitable,Low,0.733333333,2
6,Exploitable,Low,0.733333333,0
6,Exploitable,Low,0.733333333,1
6,Exploitable,Low,0.733333333,2
6,Exploitable,Low,0.733333333,1
6,Exploitable,Low,0.733333333,0
6,Exploitable,Low,0.733333333,2
6,Exploitable,Low,0.733333333,2
6,Exploitable,Low,0.733333333,1
6,Exploitable,Low,0.733333333,2
6,Exploitable,Low,0.733333333,0
6,Exploitable,Low,0.733333333,1
6,Exploitable,Low,0.733333333,1
6,Exploitable,Low,0.733333333,2
6,Exploitable,Low,0.733333333,2
6,Exploitable,Low,0.733333333,0
6,Exploitable,Low,0.733333333,0
6,Exploitable,Low,0.733333333,1
6,Exploitable,Low,0.733333333,0
6,Exploitable,Low,0.733333333,2
6,Exploitable,Low,0.733333333,2
6,Exploitable,Low,0.733333333,2
6,Exploitable,Low,0.733333333,0
6,Exploitable,Low,0.733333333,2
6,Exploitable,Low,0.733333333,1
6,Exploitable,Low,0.733333333,2
6,Exploitable,Low,0.733333333,2
6,Exploitable,Low,0.733333333,0
6,Exploitable,Low,0.733333333,1
6,Exploitable,Low,0.733333333,0
6,Exploitable,Low,0.733333333,0
6,Exploitable,Low,0.733333333,0
6,Exploitable,Low,0.733333333,2
6,Exploitable,Low,0.733333333,0
6,Exploitable,Low,0.733333333,1
6,Exploitable,Low,0.733333333,0
6,Exploitable,Low,0.733333333,1
6,Exploitable,Low,0.733333333,0
6,Exploitable,Low,0.733333333,2
6,Exploitable,Low,0.733333333,2
6,Exploitable,Low,0.733333333,1
6,Exploitable,Low,0.733333333,0
6,Exploitable,Low,0.733333333,1
6,Exploitable,Low,0.733333333,0
6,Exploitable,Low,0.733333333,1
6,Exploitable,Low,0.733333333,2
6,Exploitable,Low,0.733333333,2
6,Exploitable,Low,0.733333333,2
6,Exploitable,Low,0.733333333,2
6,Exploitable,Low,0.733333333,1
6,Exploitable,Low,0.733333333,0
6,Exploitable,Low,0.733333333,0
6,Exploitable,Low,0.733333333,2
6,Exploitable,Low,0.733333333,2
6,Exploitable,Low,0.733333333,2
6,Exploitable,Low,0.733333333,0
6,Exploitable,Low,0.733333333,0
6,Exploitable,Low,0.733333333,2
6,Exploitable,Low,0.733333333,2
6,Exploitable,Low,0.733333333,2
6,Exploitable,Low,0.733333333,1
6,Exploitable,Low,0.733333333,1
6,Exploitable,Low,0.733333333,2
6,Exploitable,Low,0.733333333,2
6,Exploitable,Low,0.733333333,0
6,Exploitable,Low,0.733333333,2
6,Exploitable,Low,0.733333333,0
6,Exploitable,Low,0.733333333,2
6,Exploitable,Low,0.733333333,2
6,Exploitable,Low,0.733333333,1
6,Exploitable,Low,0.733333333,0
6,Exploitable,Low,0.733333333,1
6,Exploitable,Low,0.733333333,0
6,Exploitable,Low,0.733333333,0
6,Exploitable,Low,0.733333333,1
6,Exploitable,Low,0.733333333,1
6,Exploitable,Low,0.733333333,0
6,Exploitable,Low,0.733333333,2
6,Exploitable,Low,0.733333333,2
6,Exploitable,Low,0.733333333,0
6,Exploitable,Low,0.733333333,1
7,Exploitable,Low,0.622222222,1
7,Exploitable,Low,0.622222222,1
7,Exploitable,Low,0.622222222,2
7,Exploitable,Low,0.622222222,1
7,Exploitable,Low,0.622222222,0
7,Exploitable,Low,0.622222222,1
7,Exploitable,Low,0.622222222,2
7,Exploitable,Low,0.622222222,1
7,Exploitable,Low,0.622222222,1
7,Exploitable,Low,0.622222222,1
7,Exploitable,Low,0.622222222,1
7,Exploitable,Low,0.622222222,2
7,Exploitable,Low,0.622222222,0
7,Exploitable,Low,0.622222222,0
7,Exploitable,Low,0.622222222,0
7,Exploitable,Low,0.622222222,2
7,Exploitable,Low,0.622222222,1
7,Exploitable,Low,0.622222222,2
7,Exploitable,Low,0.622222222,2
7,Exploitable,Low,0.622222222,2
7,Exploitable,Low,0.622222222,1
7,Exploitable,Low,0.622222222,1
7,Exploitable,Low,0.622222222,1
7,Exploitable,Low,0.622222222,2
7,Exploitable,Low,0.622222222,2
7,Exploitable,Low,0.622222222,1
7,Exploitable,Low,0.622222222,0
7,Exploitable,Low,0.622222222,0
7,Exploitable,Low,0.622222222,1
7,Exploitable,Low,0.622222222,0
7,Exploitable,Low,0.622222222,2
7,Exploitable,Low,0.622222222,0
7,Exploitable,Low,0.622222222,0
7,Exploitable,Low,0.622222222,0
7,Exploitable,Low,0.622222222,2
7,Exploitable,Low,0.622222222,1
7,Exploitable,Low,0.622222222,0
7,Exploitable,Low,0.622222222,2
7,Exploitable,Low,0.622222222,0
7,Exploitable,Low,0.622222222,0
7,Exploitable,Low,0.622222222,2
7,Exploitable,Low,0.622222222,1
7,Exploitable,Low,0.622222222,2
7,Exploitable,Low,0.622222222,2
7,Exploitable,Low,0.622222222,0
7,Exploitable,Low,0.622222222,2
7,Exploitable,Low,0.622222222,1
7,Exploitable,Low,0.622222222,0
7,Exploitable,Low,0.622222222,1
7,Exploitable,Low,0.622222222,1
7,Exploitable,Low,0.622222222,0
7,Exploitable,Low,0.622222222,0
7,Exploitable,Low,0.622222222,2
7,Exploitable,Low,0.622222222,0
7,Exploitable,Low,0.622222222,0
7,Exploitable,Low,0.622222222,2
7,Exploitable,Low,0.622222222,0
7,Exploitable,Low,0.622222222,2
7,Exploitable,Low,0.622222222,0
7,Exploitable,Low,0.622222222,1
7,Exploitable,Low,0.622222222,0
7,Exploitable,Low,0.622222222,1
7,Exploitable,Low,0.622222222,2
7,Exploitable,Low,0.622222222,2
7,Exploitable,Low,0.622222222,1
7,Exploitable,Low,0.622222222,2
7,Exploitable,Low,0.622222222,1
7,Exploitable,Low,0.622222222,2
7,Exploitable,Low,0.622222222,2
7,Exploitable,Low,0.622222222,1
7,Exploitable,Low,0.622222222,1
7,Exploitable,Low,0.622222222,2
7,Exploitable,Low,0.622222222,1
7,Exploitable,Low,0.622222222,0
7,Exploitable,Low,0.622222222,1
7,Exploitable,Low,0.622222222,2
7,Exploitable,Low,0.622222222,2
7,Exploitable,Low,0.622222222,1
7,Exploitable,Low,0.622222222,0
7,Exploitable,Low,0.622222222,1
7,Exploitable,Low,0.622222222,2
7,Exploitable,Low,0.622222222,0
7,Exploitable,Low,0.622222222,2
7,Exploitable,Low,0.622222222,2
7,Exploitable,Low,0.622222222,2
7,Exploitable,Low,0.622222222,0
7,Exploitable,Low,0.622222222,0
7,Exploitable,Low,0.622222222,2
7,Exploitable,Low,0.622222222,2
7,Exploitable,Low,0.622222222,2
7,Exploitable,Low,0.622222222,1
7,Exploitable,Low,0.622222222,1
7,Exploitable,Low,0.622222222,2
7,Exploitable,Low,0.622222222,1
7,Exploitable,Low,0.622222222,2
7,Exploitable,Low,0.622222222,2
7,Exploitable,Low,0.622222222,0
7,Exploitable,Low,0.622222222,2
7,Exploitable,Low,0.622222222,2
7,Exploitable,Low,0.622222222,1
8,Exploitable,Low,0.444444444,0
8,Exploitable,Low,0.444444444,0
8,Exploitable,Low,0.444444444,0
8,Exploitable,Low,0.444444444,1
8,Exploitable,Low,0.444444444,2
8,Exploitable,Low,0.444444444,2
8,Exploitable,Low,0.444444444,2
8,Exploitable,Low,0.444444444,1
8,Exploitable,Low,0.444444444,0
8,Exploitable,Low,0.444444444,2
8,Exploitable,Low,0.444444444,2
8,Exploitable,Low,0.444444444,0
8,Exploitable,Low,0.444444444,1
8,Exploitable,Low,0.444444444,1
8,Exploitable,Low,0.444444444,1
8,Exploitable,Low,0.444444444,1
8,Exploitable,Low,0.444444444,0
8,Exploitable,Low,0.444444444,2
8,Exploitable,Low,0.444444444,0
8,Exploitable,Low,0.444444444,1
8,Exploitable,Low,0.444444444,0
8,Exploitable,Low,0.444444444,0
8,Exploitable,Low,0.444444444,0
8,Exploitable,Low,0.444444444,0
8,Exploitable,Low,0.444444444,0
8,Exploitable,Low,0.444444444,2
8,Exploitable,Low,0.444444444,2
8,Exploitable,Low,0.444444444,1
8,Exploitable,Low,0.444444444,1
8,Exploitable,Low,0.444444444,2
8,Exploitable,Low,0.444444444,0
8,Exploitable,Low,0.444444444,1
8,Exploitable,Low,0.444444444,1
8,Exploitable,Low,0.444444444,0
